household_key,decile,decile_action_tier,km_segment,km_action_tier
1138,D3,Grow basket or category,0,Growth: upsell
1139,D1,VIP: retain and reward,1,VIP retention
1140,D8,Suppress expensive offers,3,Low-cost nurture
1141,D8,Suppress expensive offers,4,Behavioral tier 4
1142,D1,VIP: retain and reward,1,VIP retention
1143,D10,Suppress expensive offers,2,Behavioral tier 5
1144,D10,Suppress expensive offers,2,Behavioral tier 5
1145,D3,Grow basket or category,0,Growth: upsell
1146,D1,VIP: retain and reward,1,VIP retention
1147,D3,Grow basket or category,3,Low-cost nurture
1148,D9,Suppress expensive offers,3,Low-cost nurture
1149,D10,Suppress expensive offers,2,Behavioral tier 5
1150,D8,Suppress expensive offers,2,Behavioral tier 5
1151,D4,Grow basket or category,0,Growth: upsell
1152,D7,Low-cost nurture,3,Low-cost nurture
1153,D8,Suppress expensive offers,4,Behavioral tier 4
1154,D3,Grow basket or category,0,Growth: upsell
1155,D6,Low-cost nurture,4,Behavioral tier 4
1156,D8,Suppress expensive offers,3,Low-cost nurture
1157,D4,Grow basket or category,0,Growth: upsell
1158,D4,Grow basket or category,0,Growth: upsell
1159,D3,Grow basket or category,1,VIP retention
1160,D3,Grow basket or category,0,Growth: upsell
1161,D7,Low-cost nurture,4,Behavioral tier 4
1162,D9,Suppress expensive offers,2,Behavioral tier 5
1163,D3,Grow basket or category,1,VIP retention
1164,D3,Grow basket or category,1,VIP retention
1165,D7,Low-cost nurture,3,Low-cost nurture
1166,D1,VIP: retain and reward,1,VIP retention
1167,D2,Grow basket or category,1,VIP retention
1168,D8,Suppress expensive offers,3,Low-cost nurture
1169,D2,Grow basket or category,1,VIP retention
1170,D10,Suppress expensive offers,2,Behavioral tier 5
1171,D8,Suppress expensive offers,3,Low-cost nurture
1172,D3,Grow basket or category,0,Growth: upsell
1173,D9,Suppress expensive offers,3,Low-cost nurture
1174,D6,Low-cost nurture,0,Growth: upsell
1175,D2,Grow basket or category,1,VIP retention
1176,D10,Suppress expensive offers,2,Behavioral tier 5
1177,D10,Suppress expensive offers,2,Behavioral tier 5
1178,D3,Grow basket or category,1,VIP retention
1179,D1,VIP: retain and reward,1,VIP retention
1180,D2,Grow basket or category,1,VIP retention
1181,D5,Low-cost nurture,0,Growth: upsell
1182,D6,Low-cost nurture,3,Low-cost nurture
1183,D10,Suppress expensive offers,4,Behavioral tier 4
1184,D9,Suppress expensive offers,3,Low-cost nurture
1185,D7,Low-cost nurture,4,Behavioral tier 4
1186,D2,Grow basket or category,1,VIP retention
1187,D4,Grow basket or category,0,Growth: upsell
1188,D4,Grow basket or category,0,Growth: upsell
1189,D8,Suppress expensive offers,3,Low-cost nurture
1190,D4,Grow basket or category,1,VIP retention
1191,D5,Low-cost nurture,0,Growth: upsell
1192,D7,Low-cost nurture,0,Growth: upsell
1193,D3,Grow basket or category,0,Growth: upsell
1194,D7,Low-cost nurture,4,Behavioral tier 4
1195,D7,Low-cost nurture,3,Low-cost nurture
1196,D6,Low-cost nurture,3,Low-cost nurture
1197,D1,VIP: retain and reward,1,VIP retention
1198,D8,Suppress expensive offers,4,Behavioral tier 4
1199,D10,Suppress expensive offers,2,Behavioral tier 5
1200,D7,Low-cost nurture,3,Low-cost nurture
1201,D9,Suppress expensive offers,4,Behavioral tier 4
1202,D9,Suppress expensive offers,4,Behavioral tier 4
1203,D2,Grow basket or category,1,VIP retention
1204,D6,Low-cost nurture,0,Growth: upsell
1205,D3,Grow basket or category,0,Growth: upsell
1206,D2,Grow basket or category,0,Growth: upsell
1207,D8,Suppress expensive offers,4,Behavioral tier 4
1208,D8,Suppress expensive offers,3,Low-cost nurture
1209,D10,Suppress expensive offers,4,Behavioral tier 4
1210,D8,Suppress expensive offers,4,Behavioral tier 4
1211,D1,VIP: retain and reward,1,VIP retention
1212,D10,Suppress expensive offers,2,Behavioral tier 5
1213,D9,Suppress expensive offers,3,Low-cost nurture
1214,D10,Suppress expensive offers,2,Behavioral tier 5
1215,D8,Suppress expensive offers,3,Low-cost nurture
1216,D2,Grow basket or category,0,Growth: upsell
1217,D5,Low-cost nurture,3,Low-cost nurture
1218,D4,Grow basket or category,1,VIP retention
1219,D8,Suppress expensive offers,0,Growth: upsell
1220,D8,Suppress expensive offers,4,Behavioral tier 4
1221,D9,Suppress expensive offers,2,Behavioral tier 5
1222,D2,Grow basket or category,0,Growth: upsell
1223,D6,Low-cost nurture,4,Behavioral tier 4
1224,D5,Low-cost nurture,0,Growth: upsell
1225,D7,Low-cost nurture,4,Behavioral tier 4
1226,D2,Grow basket or category,1,VIP retention
1227,D3,Grow basket or category,1,VIP retention
1228,D1,VIP: retain and reward,1,VIP retention
1229,D1,VIP: retain and reward,1,VIP retention
1230,D10,Suppress expensive offers,2,Behavioral tier 5
1231,D6,Low-cost nurture,4,Behavioral tier 4
1232,D9,Suppress expensive offers,2,Behavioral tier 5
1233,D6,Low-cost nurture,3,Low-cost nurture
1234,D2,Grow basket or category,0,Growth: upsell
1235,D8,Suppress expensive offers,3,Low-cost nurture
1236,D3,Grow basket or category,0,Growth: upsell
1237,D8,Suppress expensive offers,3,Low-cost nurture
1238,D3,Grow basket or category,4,Behavioral tier 4
1239,D6,Low-cost nurture,4,Behavioral tier 4
1240,D1,VIP: retain and reward,1,VIP retention
1241,D6,Low-cost nurture,0,Growth: upsell
1242,D8,Suppress expensive offers,4,Behavioral tier 4
1243,D10,Suppress expensive offers,2,Behavioral tier 5
1244,D9,Suppress expensive offers,4,Behavioral tier 4
1245,D3,Grow basket or category,1,VIP retention
1246,D2,Grow basket or category,1,VIP retention
1247,D2,Grow basket or category,1,VIP retention
1248,D1,VIP: retain and reward,1,VIP retention
1249,D9,Suppress expensive offers,4,Behavioral tier 4
1250,D10,Suppress expensive offers,2,Behavioral tier 5
1251,D10,Suppress expensive offers,4,Behavioral tier 4
1252,D8,Suppress expensive offers,4,Behavioral tier 4
1253,D9,Suppress expensive offers,2,Behavioral tier 5
1254,D10,Suppress expensive offers,2,Behavioral tier 5
1255,D9,Suppress expensive offers,4,Behavioral tier 4
1256,D2,Grow basket or category,1,VIP retention
1257,D7,Low-cost nurture,3,Low-cost nurture
1258,D4,Grow basket or category,0,Growth: upsell
1259,D8,Suppress expensive offers,4,Behavioral tier 4
1260,D1,VIP: retain and reward,1,VIP retention
1261,D3,Grow basket or category,1,VIP retention
1262,D8,Suppress expensive offers,4,Behavioral tier 4
1263,D2,Grow basket or category,3,Low-cost nurture
1264,D2,Grow basket or category,1,VIP retention
1265,D7,Low-cost nurture,4,Behavioral tier 4
1266,D6,Low-cost nurture,0,Growth: upsell
1267,D6,Low-cost nurture,3,Low-cost nurture
1268,D4,Grow basket or category,0,Growth: upsell
1269,D5,Low-cost nurture,0,Growth: upsell
1270,D4,Grow basket or category,3,Low-cost nurture
1271,D3,Grow basket or category,0,Growth: upsell
1272,D1,VIP: retain and reward,1,VIP retention
1273,D10,Suppress expensive offers,2,Behavioral tier 5
1274,D1,VIP: retain and reward,1,VIP retention
1275,D10,Suppress expensive offers,2,Behavioral tier 5
1276,D9,Suppress expensive offers,3,Low-cost nurture
1277,D2,Grow basket or category,0,Growth: upsell
1278,D9,Suppress expensive offers,4,Behavioral tier 4
1279,D3,Grow basket or category,1,VIP retention
1280,D9,Suppress expensive offers,3,Low-cost nurture
1281,D8,Suppress expensive offers,3,Low-cost nurture
1282,D2,Grow basket or category,0,Growth: upsell
1283,D10,Suppress expensive offers,4,Behavioral tier 4
1284,D6,Low-cost nurture,0,Growth: upsell
1285,D3,Grow basket or category,0,Growth: upsell
1286,D9,Suppress expensive offers,2,Behavioral tier 5
1287,D4,Grow basket or category,0,Growth: upsell
1288,D6,Low-cost nurture,3,Low-cost nurture
1289,D7,Low-cost nurture,0,Growth: upsell
1290,D8,Suppress expensive offers,3,Low-cost nurture
1291,D4,Grow basket or category,0,Growth: upsell
1292,D9,Suppress expensive offers,2,Behavioral tier 5
1293,D5,Low-cost nurture,0,Growth: upsell
1294,D3,Grow basket or category,3,Low-cost nurture
1295,D6,Low-cost nurture,4,Behavioral tier 4
1296,D6,Low-cost nurture,0,Growth: upsell
1297,D5,Low-cost nurture,1,VIP retention
1298,D7,Low-cost nurture,4,Behavioral tier 4
1299,D2,Grow basket or category,1,VIP retention
1300,D4,Grow basket or category,3,Low-cost nurture
1301,D7,Low-cost nurture,0,Growth: upsell
1302,D9,Suppress expensive offers,3,Low-cost nurture
1303,D2,Grow basket or category,1,VIP retention
1304,D8,Suppress expensive offers,4,Behavioral tier 4
1305,D1,VIP: retain and reward,1,VIP retention
1306,D4,Grow basket or category,0,Growth: upsell
1307,D6,Low-cost nurture,1,VIP retention
1308,D10,Suppress expensive offers,2,Behavioral tier 5
1309,D10,Suppress expensive offers,2,Behavioral tier 5
1310,D8,Suppress expensive offers,4,Behavioral tier 4
1311,D9,Suppress expensive offers,2,Behavioral tier 5
1312,D3,Grow basket or category,1,VIP retention
1313,D8,Suppress expensive offers,4,Behavioral tier 4
1314,D1,VIP: retain and reward,1,VIP retention
1315,D9,Suppress expensive offers,2,Behavioral tier 5
1316,D4,Grow basket or category,3,Low-cost nurture
1317,D3,Grow basket or category,0,Growth: upsell
1318,D2,Grow basket or category,1,VIP retention
1319,D8,Suppress expensive offers,4,Behavioral tier 4
1320,D10,Suppress expensive offers,4,Behavioral tier 4
1321,D6,Low-cost nurture,0,Growth: upsell
1322,D10,Suppress expensive offers,2,Behavioral tier 5
1323,D10,Suppress expensive offers,4,Behavioral tier 4
1324,D5,Low-cost nurture,4,Behavioral tier 4
1325,D4,Grow basket or category,3,Low-cost nurture
1326,D1,VIP: retain and reward,1,VIP retention
1327,D9,Suppress expensive offers,2,Behavioral tier 5
1328,D5,Low-cost nurture,3,Low-cost nurture
1329,D7,Low-cost nurture,3,Low-cost nurture
1330,D5,Low-cost nurture,3,Low-cost nurture
1331,D6,Low-cost nurture,0,Growth: upsell
1332,D6,Low-cost nurture,3,Low-cost nurture
1333,D1,VIP: retain and reward,1,VIP retention
1334,D9,Suppress expensive offers,4,Behavioral tier 4
1335,D8,Suppress expensive offers,4,Behavioral tier 4
1336,D2,Grow basket or category,0,Growth: upsell
1337,D1,VIP: retain and reward,1,VIP retention
1338,D6,Low-cost nurture,0,Growth: upsell
1339,D9,Suppress expensive offers,4,Behavioral tier 4
1340,D9,Suppress expensive offers,4,Behavioral tier 4
1341,D9,Suppress expensive offers,4,Behavioral tier 4
1342,D10,Suppress expensive offers,2,Behavioral tier 5
1343,D10,Suppress expensive offers,2,Behavioral tier 5
1344,D5,Low-cost nurture,3,Low-cost nurture
1345,D7,Low-cost nurture,4,Behavioral tier 4
1346,D7,Low-cost nurture,0,Growth: upsell
1347,D4,Grow basket or category,1,VIP retention
1348,D10,Suppress expensive offers,2,Behavioral tier 5
1349,D2,Grow basket or category,1,VIP retention
1350,D5,Low-cost nurture,0,Growth: upsell
1351,D9,Suppress expensive offers,4,Behavioral tier 4
1352,D2,Grow basket or category,1,VIP retention
1353,D3,Grow basket or category,0,Growth: upsell
1354,D5,Low-cost nurture,1,VIP retention
1355,D9,Suppress expensive offers,4,Behavioral tier 4
1356,D5,Low-cost nurture,0,Growth: upsell
1357,D4,Grow basket or category,0,Growth: upsell
1358,D5,Low-cost nurture,4,Behavioral tier 4
1359,D7,Low-cost nurture,4,Behavioral tier 4
1360,D9,Suppress expensive offers,2,Behavioral tier 5
1361,D9,Suppress expensive offers,4,Behavioral tier 4
1362,D7,Low-cost nurture,4,Behavioral tier 4
1363,D3,Grow basket or category,3,Low-cost nurture
1364,D5,Low-cost nurture,0,Growth: upsell
1365,D10,Suppress expensive offers,2,Behavioral tier 5
1366,D3,Grow basket or category,0,Growth: upsell
1367,D1,VIP: retain and reward,1,VIP retention
1368,D4,Grow basket or category,3,Low-cost nurture
1369,D4,Grow basket or category,0,Growth: upsell
1370,D1,VIP: retain and reward,1,VIP retention
1371,D8,Suppress expensive offers,4,Behavioral tier 4
1372,D7,Low-cost nurture,3,Low-cost nurture
1373,D9,Suppress expensive offers,3,Low-cost nurture
1374,D4,Grow basket or category,0,Growth: upsell
1375,D4,Grow basket or category,0,Growth: upsell
1376,D1,VIP: retain and reward,1,VIP retention
1377,D8,Suppress expensive offers,3,Low-cost nurture
1378,D2,Grow basket or category,1,VIP retention
1379,D1,VIP: retain and reward,1,VIP retention
1380,D10,Suppress expensive offers,2,Behavioral tier 5
1381,D10,Suppress expensive offers,4,Behavioral tier 4
1382,D4,Grow basket or category,0,Growth: upsell
1383,D7,Low-cost nurture,0,Growth: upsell
1384,D8,Suppress expensive offers,4,Behavioral tier 4
1385,D2,Grow basket or category,0,Growth: upsell
1386,D10,Suppress expensive offers,2,Behavioral tier 5
1387,D6,Low-cost nurture,0,Growth: upsell
1388,D2,Grow basket or category,1,VIP retention
1389,D4,Grow basket or category,3,Low-cost nurture
1390,D3,Grow basket or category,0,Growth: upsell
1391,D1,VIP: retain and reward,1,VIP retention
1392,D5,Low-cost nurture,0,Growth: upsell
1393,D2,Grow basket or category,1,VIP retention
1394,D3,Grow basket or category,0,Growth: upsell
1395,D8,Suppress expensive offers,3,Low-cost nurture
1396,D2,Grow basket or category,1,VIP retention
1397,D2,Grow basket or category,0,Growth: upsell
1398,D9,Suppress expensive offers,4,Behavioral tier 4
1399,D8,Suppress expensive offers,4,Behavioral tier 4
1400,D10,Suppress expensive offers,4,Behavioral tier 4
1401,D9,Suppress expensive offers,4,Behavioral tier 4
1402,D5,Low-cost nurture,0,Growth: upsell
1403,D4,Grow basket or category,1,VIP retention
1404,D7,Low-cost nurture,4,Behavioral tier 4
1405,D5,Low-cost nurture,3,Low-cost nurture
1406,D3,Grow basket or category,1,VIP retention
1407,D7,Low-cost nurture,3,Low-cost nurture
1408,D8,Suppress expensive offers,4,Behavioral tier 4
1409,D3,Grow basket or category,0,Growth: upsell
1410,D5,Low-cost nurture,3,Low-cost nurture
1411,D10,Suppress expensive offers,2,Behavioral tier 5
1412,D3,Grow basket or category,0,Growth: upsell
1413,D10,Suppress expensive offers,2,Behavioral tier 5
1414,D10,Suppress expensive offers,4,Behavioral tier 4
1415,D10,Suppress expensive offers,2,Behavioral tier 5
1416,D10,Suppress expensive offers,2,Behavioral tier 5
1417,D4,Grow basket or category,3,Low-cost nurture
1418,D5,Low-cost nurture,3,Low-cost nurture
1419,D1,VIP: retain and reward,0,Growth: upsell
1420,D3,Grow basket or category,3,Low-cost nurture
1421,D2,Grow basket or category,1,VIP retention
1422,D9,Suppress expensive offers,4,Behavioral tier 4
1423,D6,Low-cost nurture,0,Growth: upsell
1424,D9,Suppress expensive offers,4,Behavioral tier 4
1425,D3,Grow basket or category,0,Growth: upsell
1426,D5,Low-cost nurture,3,Low-cost nurture
1427,D5,Low-cost nurture,0,Growth: upsell
1428,D3,Grow basket or category,1,VIP retention
1429,D8,Suppress expensive offers,4,Behavioral tier 4
1430,D1,VIP: retain and reward,1,VIP retention
1431,D5,Low-cost nurture,0,Growth: upsell
1432,D10,Suppress expensive offers,4,Behavioral tier 4
1433,D10,Suppress expensive offers,2,Behavioral tier 5
1434,D3,Grow basket or category,0,Growth: upsell
1435,D9,Suppress expensive offers,2,Behavioral tier 5
1436,D10,Suppress expensive offers,2,Behavioral tier 5
1437,D3,Grow basket or category,0,Growth: upsell
1438,D6,Low-cost nurture,3,Low-cost nurture
1439,D9,Suppress expensive offers,4,Behavioral tier 4
1440,D5,Low-cost nurture,0,Growth: upsell
1441,D9,Suppress expensive offers,2,Behavioral tier 5
1442,D10,Suppress expensive offers,4,Behavioral tier 4
1443,D5,Low-cost nurture,0,Growth: upsell
1444,D10,Suppress expensive offers,2,Behavioral tier 5
1445,D2,Grow basket or category,0,Growth: upsell
1446,D6,Low-cost nurture,3,Low-cost nurture
1447,D9,Suppress expensive offers,3,Low-cost nurture
1448,D6,Low-cost nurture,3,Low-cost nurture
1449,D9,Suppress expensive offers,2,Behavioral tier 5
1450,D6,Low-cost nurture,3,Low-cost nurture
1451,D2,Grow basket or category,1,VIP retention
1452,D6,Low-cost nurture,0,Growth: upsell
1453,D1,VIP: retain and reward,1,VIP retention
1454,D3,Grow basket or category,1,VIP retention
1455,D8,Suppress expensive offers,3,Low-cost nurture
1456,D7,Low-cost nurture,4,Behavioral tier 4
1457,D5,Low-cost nurture,3,Low-cost nurture
1458,D4,Grow basket or category,1,VIP retention
1459,D3,Grow basket or category,3,Low-cost nurture
1460,D5,Low-cost nurture,3,Low-cost nurture
1461,D2,Grow basket or category,1,VIP retention
1462,D3,Grow basket or category,1,VIP retention
1463,D4,Grow basket or category,1,VIP retention
1464,D5,Low-cost nurture,3,Low-cost nurture
1465,D8,Suppress expensive offers,3,Low-cost nurture
1466,D8,Suppress expensive offers,3,Low-cost nurture
1467,D4,Grow basket or category,0,Growth: upsell
1468,D3,Grow basket or category,3,Low-cost nurture
1469,D8,Suppress expensive offers,2,Behavioral tier 5
1470,D6,Low-cost nurture,0,Growth: upsell
1471,D9,Suppress expensive offers,3,Low-cost nurture
1472,D10,Suppress expensive offers,2,Behavioral tier 5
1473,D3,Grow basket or category,0,Growth: upsell
1474,D5,Low-cost nurture,4,Behavioral tier 4
1475,D1,VIP: retain and reward,1,VIP retention
1476,D1,VIP: retain and reward,1,VIP retention
1477,D10,Suppress expensive offers,2,Behavioral tier 5
1478,D10,Suppress expensive offers,2,Behavioral tier 5
1479,D1,VIP: retain and reward,1,VIP retention
1480,D10,Suppress expensive offers,4,Behavioral tier 4
1481,D4,Grow basket or category,1,VIP retention
1482,D8,Suppress expensive offers,2,Behavioral tier 5
1483,D3,Grow basket or category,1,VIP retention
1484,D4,Grow basket or category,0,Growth: upsell
1485,D5,Low-cost nurture,3,Low-cost nurture
1486,D9,Suppress expensive offers,4,Behavioral tier 4
1487,D7,Low-cost nurture,3,Low-cost nurture
1488,D4,Grow basket or category,3,Low-cost nurture
1489,D1,VIP: retain and reward,1,VIP retention
1490,D3,Grow basket or category,1,VIP retention
1491,D2,Grow basket or category,0,Growth: upsell
1492,D7,Low-cost nurture,0,Growth: upsell
1493,D8,Suppress expensive offers,4,Behavioral tier 4
1494,D5,Low-cost nurture,0,Growth: upsell
1495,D6,Low-cost nurture,0,Growth: upsell
1496,D8,Suppress expensive offers,2,Behavioral tier 5
1497,D9,Suppress expensive offers,3,Low-cost nurture
1498,D8,Suppress expensive offers,4,Behavioral tier 4
1499,D6,Low-cost nurture,0,Growth: upsell
1500,D8,Suppress expensive offers,4,Behavioral tier 4
1501,D1,VIP: retain and reward,1,VIP retention
1502,D5,Low-cost nurture,3,Low-cost nurture
1503,D10,Suppress expensive offers,2,Behavioral tier 5
1504,D10,Suppress expensive offers,2,Behavioral tier 5
1505,D3,Grow basket or category,3,Low-cost nurture
1506,D5,Low-cost nurture,0,Growth: upsell
1507,D7,Low-cost nurture,3,Low-cost nurture
1508,D6,Low-cost nurture,3,Low-cost nurture
1509,D2,Grow basket or category,1,VIP retention
1510,D1,VIP: retain and reward,1,VIP retention
1511,D4,Grow basket or category,0,Growth: upsell
1512,D6,Low-cost nurture,3,Low-cost nurture
1513,D8,Suppress expensive offers,4,Behavioral tier 4
1514,D5,Low-cost nurture,4,Behavioral tier 4
1515,D3,Grow basket or category,0,Growth: upsell
1516,D10,Suppress expensive offers,2,Behavioral tier 5
1517,D3,Grow basket or category,0,Growth: upsell
1518,D7,Low-cost nurture,3,Low-cost nurture
1519,D5,Low-cost nurture,3,Low-cost nurture
1520,D3,Grow basket or category,1,VIP retention
1521,D9,Suppress expensive offers,4,Behavioral tier 4
1522,D8,Suppress expensive offers,4,Behavioral tier 4
1523,D6,Low-cost nurture,3,Low-cost nurture
1524,D4,Grow basket or category,3,Low-cost nurture
1525,D6,Low-cost nurture,4,Behavioral tier 4
1526,D4,Grow basket or category,0,Growth: upsell
1527,D1,VIP: retain and reward,1,VIP retention
1528,D1,VIP: retain and reward,1,VIP retention
1529,D1,VIP: retain and reward,1,VIP retention
1530,D8,Suppress expensive offers,3,Low-cost nurture
1531,D8,Suppress expensive offers,4,Behavioral tier 4
1532,D6,Low-cost nurture,3,Low-cost nurture
1533,D10,Suppress expensive offers,2,Behavioral tier 5
1534,D1,VIP: retain and reward,1,VIP retention
1535,D1,VIP: retain and reward,1,VIP retention
1536,D2,Grow basket or category,1,VIP retention
1537,D4,Grow basket or category,3,Low-cost nurture
1538,D9,Suppress expensive offers,4,Behavioral tier 4
1539,D10,Suppress expensive offers,2,Behavioral tier 5
1540,D4,Grow basket or category,0,Growth: upsell
1541,D1,VIP: retain and reward,1,VIP retention
1542,D6,Low-cost nurture,0,Growth: upsell
1543,D5,Low-cost nurture,4,Behavioral tier 4
1544,D5,Low-cost nurture,3,Low-cost nurture
1545,D3,Grow basket or category,1,VIP retention
1546,D3,Grow basket or category,0,Growth: upsell
1547,D5,Low-cost nurture,0,Growth: upsell
1548,D3,Grow basket or category,0,Growth: upsell
1549,D6,Low-cost nurture,1,VIP retention
1550,D5,Low-cost nurture,0,Growth: upsell
1551,D8,Suppress expensive offers,3,Low-cost nurture
1552,D8,Suppress expensive offers,4,Behavioral tier 4
1553,D10,Suppress expensive offers,2,Behavioral tier 5
1554,D8,Suppress expensive offers,3,Low-cost nurture
1555,D7,Low-cost nurture,4,Behavioral tier 4
1556,D3,Grow basket or category,0,Growth: upsell
1557,D2,Grow basket or category,1,VIP retention
1558,D3,Grow basket or category,0,Growth: upsell
1559,D5,Low-cost nurture,3,Low-cost nurture
1560,D7,Low-cost nurture,4,Behavioral tier 4
1561,D9,Suppress expensive offers,2,Behavioral tier 5
1562,D7,Low-cost nurture,4,Behavioral tier 4
1563,D3,Grow basket or category,1,VIP retention
1564,D9,Suppress expensive offers,2,Behavioral tier 5
1565,D9,Suppress expensive offers,4,Behavioral tier 4
1566,D1,VIP: retain and reward,1,VIP retention
1567,D6,Low-cost nurture,0,Growth: upsell
1568,D3,Grow basket or category,0,Growth: upsell
1569,D7,Low-cost nurture,0,Growth: upsell
1570,D5,Low-cost nurture,3,Low-cost nurture
1571,D9,Suppress expensive offers,3,Low-cost nurture
1572,D5,Low-cost nurture,3,Low-cost nurture
1573,D10,Suppress expensive offers,4,Behavioral tier 4
1574,D4,Grow basket or category,4,Behavioral tier 4
1575,D6,Low-cost nurture,3,Low-cost nurture
1576,D9,Suppress expensive offers,4,Behavioral tier 4
1577,D3,Grow basket or category,3,Low-cost nurture
1578,D4,Grow basket or category,0,Growth: upsell
1579,D1,VIP: retain and reward,1,VIP retention
1580,D6,Low-cost nurture,0,Growth: upsell
1581,D7,Low-cost nurture,4,Behavioral tier 4
1582,D6,Low-cost nurture,3,Low-cost nurture
1583,D10,Suppress expensive offers,2,Behavioral tier 5
1584,D2,Grow basket or category,1,VIP retention
1585,D1,VIP: retain and reward,1,VIP retention
1586,D5,Low-cost nurture,0,Growth: upsell
1587,D9,Suppress expensive offers,4,Behavioral tier 4
1588,D2,Grow basket or category,1,VIP retention
1589,D10,Suppress expensive offers,4,Behavioral tier 4
1590,D1,VIP: retain and reward,1,VIP retention
1591,D3,Grow basket or category,1,VIP retention
1592,D5,Low-cost nurture,3,Low-cost nurture
1593,D6,Low-cost nurture,3,Low-cost nurture
1594,D4,Grow basket or category,3,Low-cost nurture
1595,D2,Grow basket or category,1,VIP retention
1596,D6,Low-cost nurture,3,Low-cost nurture
1597,D8,Suppress expensive offers,3,Low-cost nurture
1598,D1,VIP: retain and reward,1,VIP retention
1599,D2,Grow basket or category,0,Growth: upsell
1600,D8,Suppress expensive offers,3,Low-cost nurture
1601,D7,Low-cost nurture,3,Low-cost nurture
1602,D2,Grow basket or category,1,VIP retention
1603,D9,Suppress expensive offers,2,Behavioral tier 5
1604,D8,Suppress expensive offers,0,Growth: upsell
1605,D9,Suppress expensive offers,4,Behavioral tier 4
1606,D8,Suppress expensive offers,3,Low-cost nurture
1607,D3,Grow basket or category,4,Behavioral tier 4
1608,D7,Low-cost nurture,3,Low-cost nurture
1609,D1,VIP: retain and reward,1,VIP retention
1610,D10,Suppress expensive offers,2,Behavioral tier 5
1611,D9,Suppress expensive offers,4,Behavioral tier 4
1612,D1,VIP: retain and reward,1,VIP retention
1613,D2,Grow basket or category,0,Growth: upsell
1614,D9,Suppress expensive offers,4,Behavioral tier 4
1615,D8,Suppress expensive offers,3,Low-cost nurture
1616,D7,Low-cost nurture,4,Behavioral tier 4
1617,D3,Grow basket or category,3,Low-cost nurture
1618,D3,Grow basket or category,1,VIP retention
1619,D3,Grow basket or category,1,VIP retention
1620,D1,VIP: retain and reward,1,VIP retention
1621,D4,Grow basket or category,0,Growth: upsell
1622,D3,Grow basket or category,1,VIP retention
1623,D3,Grow basket or category,1,VIP retention
1624,D7,Low-cost nurture,3,Low-cost nurture
1625,D9,Suppress expensive offers,4,Behavioral tier 4
1626,D10,Suppress expensive offers,2,Behavioral tier 5
1627,D4,Grow basket or category,1,VIP retention
1628,D9,Suppress expensive offers,4,Behavioral tier 4
1629,D9,Suppress expensive offers,2,Behavioral tier 5
1630,D1,VIP: retain and reward,1,VIP retention
1631,D1,VIP: retain and reward,0,Growth: upsell
1632,D6,Low-cost nurture,3,Low-cost nurture
1633,D1,VIP: retain and reward,1,VIP retention
1634,D3,Grow basket or category,0,Growth: upsell
1635,D10,Suppress expensive offers,2,Behavioral tier 5
1636,D7,Low-cost nurture,4,Behavioral tier 4
1637,D7,Low-cost nurture,4,Behavioral tier 4
1638,D9,Suppress expensive offers,4,Behavioral tier 4
1639,D5,Low-cost nurture,0,Growth: upsell
1640,D3,Grow basket or category,1,VIP retention
1641,D9,Suppress expensive offers,3,Low-cost nurture
1642,D6,Low-cost nurture,0,Growth: upsell
1643,D7,Low-cost nurture,4,Behavioral tier 4
1644,D9,Suppress expensive offers,4,Behavioral tier 4
1645,D10,Suppress expensive offers,2,Behavioral tier 5
1646,D7,Low-cost nurture,4,Behavioral tier 4
1647,D10,Suppress expensive offers,2,Behavioral tier 5
1648,D2,Grow basket or category,1,VIP retention
1649,D8,Suppress expensive offers,3,Low-cost nurture
1650,D5,Low-cost nurture,0,Growth: upsell
1651,D6,Low-cost nurture,3,Low-cost nurture
1652,D8,Suppress expensive offers,4,Behavioral tier 4
1653,D1,VIP: retain and reward,1,VIP retention
1654,D8,Suppress expensive offers,3,Low-cost nurture
1655,D9,Suppress expensive offers,4,Behavioral tier 4
1656,D9,Suppress expensive offers,2,Behavioral tier 5
1657,D9,Suppress expensive offers,3,Low-cost nurture
1658,D6,Low-cost nurture,4,Behavioral tier 4
1659,D4,Grow basket or category,0,Growth: upsell
1660,D6,Low-cost nurture,4,Behavioral tier 4
1661,D7,Low-cost nurture,3,Low-cost nurture
1662,D1,VIP: retain and reward,1,VIP retention
1663,D6,Low-cost nurture,0,Growth: upsell
1664,D5,Low-cost nurture,3,Low-cost nurture
1665,D7,Low-cost nurture,0,Growth: upsell
1666,D8,Suppress expensive offers,4,Behavioral tier 4
1667,D8,Suppress expensive offers,4,Behavioral tier 4
1668,D5,Low-cost nurture,3,Low-cost nurture
1669,D10,Suppress expensive offers,4,Behavioral tier 4
1670,D10,Suppress expensive offers,2,Behavioral tier 5
1671,D7,Low-cost nurture,4,Behavioral tier 4
1672,D6,Low-cost nurture,3,Low-cost nurture
1673,D3,Grow basket or category,1,VIP retention
1674,D10,Suppress expensive offers,2,Behavioral tier 5
1675,D3,Grow basket or category,1,VIP retention
1676,D2,Grow basket or category,1,VIP retention
1677,D1,VIP: retain and reward,1,VIP retention
1678,D5,Low-cost nurture,3,Low-cost nurture
1679,D10,Suppress expensive offers,4,Behavioral tier 4
1680,D6,Low-cost nurture,4,Behavioral tier 4
1681,D5,Low-cost nurture,3,Low-cost nurture
1682,D10,Suppress expensive offers,2,Behavioral tier 5
