geo,week,spend,revenue
Geo 12,2023-08-14,21339.45,171841.4
Geo 12,2023-08-21,20704.95,172990.63
Geo 12,2023-08-28,21281.09,163339.34
Geo 12,2023-09-04,20471.3,168663.25
Geo 12,2023-09-11,22719.79,170309.62
Geo 12,2023-09-18,22696.03,169929.23
Geo 12,2023-09-25,20800.02,165925.08
Geo 12,2023-10-02,21134.2,169579.99
Geo 12,2023-10-09,20859.22,169069.04
Geo 12,2023-10-16,21009.79,171682.31
Geo 12,2023-10-23,21772.84,171986.4
Geo 12,2023-10-30,21592.33,176987.65
Geo 12,2023-11-06,21955.91,176477.78
Geo 12,2023-11-13,21837.06,175370.47
Geo 12,2023-11-20,21399.29,177257.5
Geo 12,2023-11-27,22108.86,174145.65
Geo 12,2023-12-04,23844.6,176798.29
Geo 12,2023-12-11,23897.01,177835.35
Geo 12,2023-12-18,25167.36,177459.77
Geo 12,2023-12-25,23764.33,176220.29
Geo 12,2024-01-01,22848.36,180389.88
Geo 12,2024-01-08,25355.08,181492.57
Geo 12,2024-01-15,24981.44,180629.72
Geo 12,2024-01-22,25098.88,183834.6
Geo 12,2024-01-29,24430.15,190427.5
Geo 12,2024-02-05,17826.71,186735.72
Geo 12,2024-02-12,18798.26,187330.48
Geo 12,2024-02-19,18528.44,188301.24
Geo 12,2024-02-26,18187.44,187815.04
Geo 12,2024-03-04,17798.35,189664.36
Geo 12,2024-03-11,19135.03,193923.22
Geo 12,2024-03-18,18511.75,196547.48
Geo 12,2024-03-25,18334.64,197486.01
Geo 13,2022-04-04,28092.66,212540.16
Geo 13,2022-04-11,26858.41,218406.75
Geo 13,2022-04-18,28621.41,229090.28
Geo 13,2022-04-25,26890.11,226454.8
Geo 13,2022-05-02,28355.53,219667.54
Geo 13,2022-05-09,27349.73,225854.4
Geo 13,2022-05-16,26809.8,228345.54
Geo 13,2022-05-23,25482.95,222244.17
Geo 13,2022-05-30,26088.13,216815.39
Geo 13,2022-06-06,26241.22,210424.52
Geo 13,2022-06-13,25509.16,212750.02
Geo 13,2022-06-20,26176.62,209697.95
Geo 13,2022-06-27,25895.97,209629.99
Geo 13,2022-07-04,23482.91,207633.62
Geo 13,2022-07-11,24616.79,202532.16
Geo 13,2022-07-18,23288.55,204385.68
Geo 13,2022-07-25,22947.3,203388.49
Geo 13,2022-08-01,23974.98,197449.08
Geo 13,2022-08-08,22902.13,201618.05
Geo 13,2022-08-15,23483.06,195010.48
Geo 13,2022-08-22,23589.46,190309.27
Geo 13,2022-08-29,23308.62,187546.05
Geo 13,2022-09-05,23509.55,188169.36
Geo 13,2022-09-12,23226.83,194062.2
Geo 13,2022-09-19,24430.43,199045.29
Geo 13,2022-09-26,24405.42,194093.91
Geo 13,2022-10-03,24290.28,192813.55
Geo 13,2022-10-10,23235.92,190032.78
Geo 13,2022-10-17,23970.59,192609.67
Geo 13,2022-10-24,24432.02,199414.27
Geo 13,2022-10-31,24530.25,200188.68
Geo 13,2022-11-07,24985.36,204735.0
Geo 13,2022-11-14,25611.44,203592.22
Geo 13,2022-11-21,24184.21,199030.89
Geo 13,2022-11-28,24624.18,205419.65
Geo 13,2022-12-05,24574.35,205308.47
Geo 13,2022-12-12,26571.4,205051.49
Geo 13,2022-12-19,25795.86,207086.73
Geo 13,2022-12-26,27419.13,202144.42
Geo 13,2023-01-02,26899.26,204141.78
Geo 13,2023-01-09,25691.75,206172.24
Geo 13,2023-01-16,27163.12,207948.25
Geo 13,2023-01-23,28209.72,205325.38
Geo 13,2023-01-30,29399.88,199956.51
Geo 13,2023-02-06,29464.2,210294.92
Geo 13,2023-02-13,29421.48,211683.46
Geo 13,2023-02-20,29552.05,214995.65
Geo 13,2023-02-27,29254.05,223641.57
Geo 13,2023-03-06,28215.82,222908.9
Geo 13,2023-03-13,27726.58,222994.64
Geo 13,2023-03-20,27996.02,224600.67
Geo 13,2023-03-27,29503.86,224245.74
Geo 13,2023-04-03,29686.7,221356.19
Geo 13,2023-04-10,29211.66,232497.06
Geo 13,2023-04-17,27738.72,234474.1
Geo 13,2023-04-24,28835.98,232868.6
Geo 13,2023-05-01,30054.21,238091.86
Geo 13,2023-05-08,28957.47,233512.8
Geo 13,2023-05-15,26926.65,233692.54
Geo 13,2023-05-22,27186.27,230245.35
Geo 13,2023-05-29,28349.49,226356.11
Geo 13,2023-06-05,28497.75,229944.15
Geo 13,2023-06-12,25589.94,223682.37
Geo 13,2023-06-19,26870.83,217888.08
Geo 13,2023-06-26,27005.02,218990.02
Geo 13,2023-07-03,25183.57,212896.87
Geo 13,2023-07-10,25104.43,210429.59
Geo 13,2023-07-17,25664.79,211027.1
Geo 13,2023-07-24,24212.92,209948.55
Geo 13,2023-07-31,23755.25,207561.82
Geo 13,2023-08-07,25130.13,203097.03
Geo 13,2023-08-14,24697.01,200051.04
Geo 13,2023-08-21,24538.88,200988.14
Geo 13,2023-08-28,24922.16,195810.52
Geo 13,2023-09-04,24328.69,196825.67
Geo 13,2023-09-11,25148.51,201436.64
Geo 13,2023-09-18,24642.81,201659.56
Geo 13,2023-09-25,25314.02,201162.74
Geo 13,2023-10-02,26376.66,203272.05
Geo 13,2023-10-09,25407.51,205054.71
Geo 13,2023-10-16,24796.85,205731.5
Geo 13,2023-10-23,25683.4,201924.91
Geo 13,2023-10-30,24932.49,203467.06
Geo 13,2023-11-06,26044.23,209557.77
Geo 13,2023-11-13,26424.62,214239.46
Geo 13,2023-11-20,27547.17,217799.55
Geo 13,2023-11-27,26499.59,214937.83
Geo 13,2023-12-04,27253.29,213748.25
Geo 13,2023-12-11,26541.58,215324.98
Geo 13,2023-12-18,28493.43,215355.26
Geo 13,2023-12-25,27164.98,217292.13
Geo 13,2024-01-01,26828.02,215809.24
Geo 13,2024-01-08,27729.93,216292.57
Geo 13,2024-01-15,29926.92,215117.44
Geo 13,2024-01-22,28884.49,221417.48
Geo 13,2024-01-29,28967.84,222912.12
Geo 13,2024-02-05,29987.86,223018.67
Geo 13,2024-02-12,27815.67,226979.0
Geo 13,2024-02-19,30259.68,228060.46
Geo 13,2024-02-26,30265.08,233375.65
Geo 13,2024-03-04,29398.18,232850.78
Geo 13,2024-03-11,30150.05,232452.39
Geo 13,2024-03-18,31287.06,231380.05
Geo 13,2024-03-25,29590.59,235285.02
Geo 14,2022-04-04,27102.09,216548.53
Geo 14,2022-04-11,27524.24,223374.31
Geo 14,2022-04-18,28269.93,218538.89
Geo 14,2022-04-25,27547.59,218181.2
Geo 14,2022-05-02,26680.55,221323.61
Geo 14,2022-05-09,26293.66,216906.38
Geo 14,2022-05-16,24744.94,217383.26
Geo 14,2022-05-23,25750.14,216348.02
Geo 14,2022-05-30,25578.29,211393.17
Geo 14,2022-06-06,26435.24,215157.54
Geo 14,2022-06-13,24342.1,215355.31
Geo 14,2022-06-20,25062.77,210735.55
Geo 14,2022-06-27,24119.18,204636.84
Geo 14,2022-07-04,23419.41,201880.75
Geo 14,2022-07-11,24725.07,200794.0
Geo 14,2022-07-18,23794.78,198795.67
Geo 14,2022-07-25,25340.94,199987.98
Geo 14,2022-08-01,25407.83,192803.59
Geo 14,2022-08-08,23823.73,193576.66
Geo 14,2022-08-15,23590.79,193193.57
Geo 14,2022-08-22,23384.98,194659.52
Geo 14,2022-08-29,22498.85,189326.39
Geo 14,2022-09-05,21699.07,191412.91
Geo 14,2022-09-12,22206.62,189723.3
Geo 14,2022-09-19,22819.31,189432.69
Geo 14,2022-09-26,23256.69,186234.07
Geo 14,2022-10-03,24280.92,190439.35
Geo 14,2022-10-10,23743.68,193654.92
Geo 14,2022-10-17,23961.16,190677.1
Geo 14,2022-10-24,23232.07,193198.77
Geo 14,2022-10-31,24233.85,192575.62
Geo 14,2022-11-07,25475.19,189684.07
Geo 14,2022-11-14,24925.78,194922.68
Geo 14,2022-11-21,26081.66,197592.95
Geo 14,2022-11-28,26644.67,202805.34
Geo 14,2022-12-05,25972.89,205070.06
Geo 14,2022-12-12,26589.54,198342.14
Geo 14,2022-12-19,26178.45,208588.44
Geo 14,2022-12-26,26735.5,205745.59
Geo 14,2023-01-02,27430.71,195630.49
Geo 14,2023-01-09,28307.47,196153.75
Geo 14,2023-01-16,27391.07,194550.05
Geo 14,2023-01-23,27551.39,199624.36
Geo 14,2023-01-30,27223.47,202156.81
Geo 14,2023-02-06,27699.55,210281.95
Geo 14,2023-02-13,27760.38,210192.23
Geo 14,2023-02-20,28456.41,215525.09
Geo 14,2023-02-27,29417.17,217082.08
Geo 14,2023-03-06,29332.35,219416.92
Geo 14,2023-03-13,28484.91,218928.05
Geo 14,2023-03-20,28767.75,219411.9
Geo 14,2023-03-27,27852.19,220739.97
Geo 14,2023-04-03,30127.74,221914.57
Geo 14,2023-04-10,30920.0,226667.84
Geo 14,2023-04-17,28145.53,227446.43
Geo 14,2023-04-24,28398.97,231120.77
Geo 14,2023-05-01,28078.0,234465.07
Geo 14,2023-05-08,28646.63,236858.37
Geo 14,2023-05-15,28789.0,228924.19
Geo 14,2023-05-22,26790.95,231606.58
Geo 14,2023-05-29,25754.27,230900.86
Geo 14,2023-06-05,25509.85,228939.48
Geo 14,2023-06-12,26771.87,223736.02
Geo 14,2023-06-19,26894.41,220052.91
Geo 14,2023-06-26,27732.09,214353.76
Geo 14,2023-07-03,26479.43,207591.11
Geo 14,2023-07-10,24543.31,215728.44
Geo 14,2023-07-17,25687.03,204620.25
Geo 14,2023-07-24,25556.17,201752.02
Geo 14,2023-07-31,25375.82,199994.71
Geo 14,2023-08-07,25474.31,199869.54
Geo 14,2023-08-14,26569.6,200012.05
Geo 14,2023-08-21,24463.48,206743.54
Geo 14,2023-08-28,25234.15,196697.82
Geo 14,2023-09-04,25444.19,196472.69
Geo 14,2023-09-11,24573.09,198170.44
Geo 14,2023-09-18,24305.95,199893.83
Geo 14,2023-09-25,25486.13,197109.14
Geo 14,2023-10-02,26475.02,199020.8
Geo 14,2023-10-09,26123.82,201574.54
Geo 14,2023-10-16,25986.84,206368.09
Geo 14,2023-10-23,25279.68,211784.08
Geo 14,2023-10-30,24788.26,210409.39
Geo 14,2023-11-06,24987.76,212792.74
Geo 14,2023-11-13,26759.31,208112.49
Geo 14,2023-11-20,25812.72,206609.01
Geo 14,2023-11-27,25452.03,208117.34
Geo 14,2023-12-04,25682.28,209240.48
Geo 14,2023-12-11,27292.93,213310.29
Geo 14,2023-12-18,27414.21,212504.6
Geo 14,2023-12-25,28742.67,216292.48
Geo 14,2024-01-01,27888.38,215652.41
Geo 14,2024-01-08,29785.73,218567.12
Geo 14,2024-01-15,30355.96,216500.17
Geo 14,2024-01-22,29617.7,223549.81
Geo 14,2024-01-29,31137.12,220464.83
Geo 14,2024-02-05,21811.47,222746.56
Geo 14,2024-02-12,21383.78,223040.2
Geo 14,2024-02-19,20761.82,222170.96
Geo 14,2024-02-26,20828.39,216905.85
Geo 14,2024-03-04,21157.91,218235.73
Geo 14,2024-03-11,20739.71,224232.68
Geo 14,2024-03-18,20924.66,232297.09
Geo 14,2024-03-25,20291.36,232218.34
Geo 15,2022-04-04,31690.24,261446.2
Geo 15,2022-04-11,31379.65,261090.36
Geo 15,2022-04-18,33050.31,265564.81
Geo 15,2022-04-25,31445.71,264845.12
Geo 15,2022-05-02,32673.18,263999.97
Geo 15,2022-05-09,32063.38,266594.42
Geo 15,2022-05-16,30685.78,258105.72
Geo 15,2022-05-23,31505.37,251683.28
Geo 15,2022-05-30,30122.39,254371.1
Geo 15,2022-06-06,30438.37,254617.28
Geo 15,2022-06-13,29016.68,260509.89
Geo 15,2022-06-20,29986.21,255879.35
Geo 15,2022-06-27,28970.66,246334.18
Geo 15,2022-07-04,29060.68,253512.76
Geo 15,2022-07-11,29249.98,245337.13
Geo 15,2022-07-18,29487.17,245898.06
Geo 15,2022-07-25,29072.99,242789.03
Geo 15,2022-08-01,28156.49,238929.71
Geo 15,2022-08-08,29412.33,238988.45
Geo 15,2022-08-15,29341.47,233588.92
Geo 15,2022-08-22,27714.16,233834.56
Geo 15,2022-08-29,28911.23,229222.06
Geo 15,2022-09-05,28687.17,229928.92
Geo 15,2022-09-12,27601.07,234220.83
Geo 15,2022-09-19,27765.58,228308.09
Geo 15,2022-09-26,27986.89,236799.91
Geo 15,2022-10-03,28997.78,237636.69
Geo 15,2022-10-10,28438.79,233943.15
Geo 15,2022-10-17,27606.75,245757.15
Geo 15,2022-10-24,28361.89,240621.53
Geo 15,2022-10-31,29383.62,242922.18
Geo 15,2022-11-07,28654.19,246944.02
Geo 15,2022-11-14,29381.26,241707.25
Geo 15,2022-11-21,30673.88,241194.02
Geo 15,2022-11-28,29807.7,247459.79
Geo 15,2022-12-05,31957.73,251795.62
Geo 15,2022-12-12,32157.08,251685.1
Geo 15,2022-12-19,30576.64,254940.9
Geo 15,2022-12-26,31701.04,253907.3
Geo 15,2023-01-02,31243.88,246648.68
Geo 15,2023-01-09,30806.83,250853.02
Geo 15,2023-01-16,31091.0,253286.68
Geo 15,2023-01-23,32000.48,251961.82
Geo 15,2023-01-30,31824.7,252444.58
Geo 15,2023-02-06,33295.63,253020.07
Geo 15,2023-02-13,34224.12,252828.48
Geo 15,2023-02-20,32893.12,264167.79
Geo 15,2023-02-27,34095.53,269717.46
Geo 15,2023-03-06,34393.22,271553.07
Geo 15,2023-03-13,36016.23,273128.41
Geo 15,2023-03-20,35963.71,269303.51
Geo 15,2023-03-27,35425.32,271917.44
Geo 15,2023-04-03,36815.58,271418.03
Geo 15,2023-04-10,35578.38,275450.06
Geo 15,2023-04-17,33904.9,282449.26
Geo 15,2023-04-24,34169.67,285085.25
Geo 15,2023-05-01,36141.3,285229.06
Geo 15,2023-05-08,31309.92,274712.35
Geo 15,2023-05-15,33239.76,269179.34
Geo 15,2023-05-22,32978.29,270160.5
Geo 15,2023-05-29,33545.5,273817.59
Geo 15,2023-06-05,33001.31,279147.09
Geo 15,2023-06-12,31813.15,279195.12
Geo 15,2023-06-19,32463.96,276221.41
Geo 15,2023-06-26,31311.02,267957.52
Geo 15,2023-07-03,31440.06,261338.72
Geo 15,2023-07-10,30764.24,259436.44
Geo 15,2023-07-17,30161.01,258423.42
Geo 15,2023-07-24,30867.89,253996.63
Geo 15,2023-07-31,28590.27,255158.08
Geo 15,2023-08-07,29332.38,245866.08
Geo 15,2023-08-14,31298.01,245920.57
Geo 15,2023-08-21,28606.53,244466.21
Geo 15,2023-08-28,29122.04,235204.98
Geo 15,2023-09-04,30576.93,239582.82
Geo 15,2023-09-11,30657.09,241469.01
Geo 15,2023-09-18,30071.3,246858.86
Geo 15,2023-09-25,29227.26,249208.39
Geo 15,2023-10-02,29849.17,249180.42
Geo 15,2023-10-09,29478.13,250515.53
Geo 15,2023-10-16,30788.53,248790.03
Geo 15,2023-10-23,31121.69,254110.78
Geo 15,2023-10-30,33087.92,254692.19
Geo 15,2023-11-06,30679.49,250722.34
Geo 15,2023-11-13,31815.78,251615.77
Geo 15,2023-11-20,31898.16,266855.67
Geo 15,2023-11-27,30897.82,259705.87
Geo 15,2023-12-04,32926.81,261095.32
Geo 15,2023-12-11,33574.68,262658.21
Geo 15,2023-12-18,34620.94,261742.36
Geo 15,2023-12-25,34522.3,270408.6
Geo 15,2024-01-01,33408.68,262387.36
Geo 15,2024-01-08,35925.2,264967.74
Geo 15,2024-01-15,36001.35,270884.22
Geo 15,2024-01-22,35909.03,270667.45
Geo 15,2024-01-29,36645.42,271579.23
Geo 15,2024-02-05,34605.59,268426.76
Geo 15,2024-02-12,34518.72,268873.11
Geo 15,2024-02-19,34928.77,269884.89
Geo 15,2024-02-26,35129.6,269702.18
Geo 15,2024-03-04,35136.51,273930.33
Geo 15,2024-03-11,35753.97,282680.36
Geo 15,2024-03-18,35039.44,282297.65
Geo 15,2024-03-25,37569.12,276028.65
Geo 16,2022-04-04,32353.07,263794.26
Geo 16,2022-04-11,31957.04,262150.31
Geo 16,2022-04-18,30036.46,267221.77
Geo 16,2022-04-25,30198.96,265507.5
Geo 16,2022-05-02,31751.29,259668.15
Geo 16,2022-05-09,32923.41,262867.37
Geo 16,2022-05-16,29960.09,274354.07
Geo 16,2022-05-23,30106.17,269045.52
Geo 16,2022-05-30,31372.85,262865.22
Geo 16,2022-06-06,30828.36,259313.67
Geo 16,2022-06-13,29495.54,250789.97
Geo 16,2022-06-20,28155.83,250455.28
Geo 16,2022-06-27,29609.38,242199.4
Geo 16,2022-07-04,28946.63,243068.89
Geo 16,2022-07-11,29896.36,243512.2
Geo 16,2022-07-18,28695.77,240965.12
Geo 16,2022-07-25,27376.24,237917.5
Geo 16,2022-08-01,27928.16,232697.08
Geo 16,2022-08-08,27057.25,232997.24
Geo 16,2022-08-15,25862.27,240564.66
Geo 16,2022-08-22,27118.69,232048.0
Geo 16,2022-08-29,27238.22,231638.41
Geo 16,2022-09-05,29131.33,234770.32
Geo 16,2022-09-12,28057.22,237173.35
Geo 16,2022-09-19,27242.81,235224.07
Geo 16,2022-09-26,26779.25,228573.24
Geo 16,2022-10-03,28305.38,225900.74
Geo 16,2022-10-10,27173.73,228928.13
Geo 16,2022-10-17,28163.91,231569.87
Geo 16,2022-10-24,28740.28,234788.97
Geo 16,2022-10-31,29369.56,242261.29
Geo 16,2022-11-07,30207.02,246657.11
Geo 16,2022-11-14,30097.81,247087.11
Geo 16,2022-11-21,31206.7,246697.49
Geo 16,2022-11-28,32543.6,242133.06
Geo 16,2022-12-05,31203.38,245016.47
Geo 16,2022-12-12,32986.89,248736.48
Geo 16,2022-12-19,32315.91,245130.37
Geo 16,2022-12-26,32419.25,249658.64
Geo 16,2023-01-02,34074.77,250880.74
Geo 16,2023-01-09,31977.91,243411.84
Geo 16,2023-01-16,32287.0,242870.09
Geo 16,2023-01-23,33643.08,239350.23
Geo 16,2023-01-30,32976.6,241706.29
Geo 16,2023-02-06,32011.26,253034.01
Geo 16,2023-02-13,32580.87,253396.81
Geo 16,2023-02-20,33837.19,261209.83
Geo 16,2023-02-27,34067.28,257831.7
Geo 16,2023-03-06,32825.88,264486.17
Geo 16,2023-03-13,35719.29,261158.43
Geo 16,2023-03-20,35473.66,258644.13
Geo 16,2023-03-27,32901.06,267229.95
Geo 16,2023-04-03,34057.96,264710.15
Geo 16,2023-04-10,32528.76,275476.23
Geo 16,2023-04-17,35023.43,279499.42
Geo 16,2023-04-24,33237.64,281051.22
Geo 16,2023-05-01,32419.17,279929.91
Geo 16,2023-05-08,34149.6,277147.73
Geo 16,2023-05-15,32452.78,266799.48
Geo 16,2023-05-22,31194.03,271253.71
Geo 16,2023-05-29,31917.11,269743.77
Geo 16,2023-06-05,31538.64,269344.87
Geo 16,2023-06-12,32427.44,265834.56
Geo 16,2023-06-19,32530.14,261877.22
Geo 16,2023-06-26,33060.41,261516.05
Geo 16,2023-07-03,31305.99,262763.5
Geo 16,2023-07-10,30618.18,259726.66
Geo 16,2023-07-17,29124.41,260045.35
Geo 16,2023-07-24,27386.8,252473.63
Geo 16,2023-07-31,28449.41,241353.62
Geo 16,2023-08-07,29879.93,242992.9
Geo 16,2023-08-14,28987.19,242906.55
Geo 16,2023-08-21,28219.35,244848.28
Geo 16,2023-08-28,28347.61,245364.34
Geo 16,2023-09-04,28446.02,243932.03
Geo 16,2023-09-11,27828.89,240413.12
Geo 16,2023-09-18,28386.88,244775.23
Geo 16,2023-09-25,28809.73,245559.37
Geo 16,2023-10-02,29363.06,242420.4
Geo 16,2023-10-09,29126.23,238722.82
Geo 16,2023-10-16,28924.99,244457.81
Geo 16,2023-10-23,30374.55,243404.26
Geo 16,2023-10-30,28640.58,249182.96
Geo 16,2023-11-06,29290.87,254815.4
Geo 16,2023-11-13,30159.61,251072.06
Geo 16,2023-11-20,31359.57,251870.01
Geo 16,2023-11-27,31467.49,255438.75
Geo 16,2023-12-04,32676.32,250198.02
Geo 16,2023-12-11,32456.38,253381.17
Geo 16,2023-12-18,32724.26,256092.09
Geo 16,2023-12-25,33337.93,257928.89
Geo 16,2024-01-01,32888.79,260633.23
Geo 16,2024-01-08,32135.62,264491.48
Geo 16,2024-01-15,35908.22,260681.93
Geo 16,2024-01-22,35563.85,255707.01
Geo 16,2024-01-29,36268.3,251946.5
Geo 16,2024-02-05,24501.35,262030.5
Geo 16,2024-02-12,25763.08,261435.12
Geo 16,2024-02-19,25336.3,260564.54
Geo 16,2024-02-26,24949.18,266232.02
Geo 16,2024-03-04,25684.95,270320.74
Geo 16,2024-03-11,25361.37,272287.34
Geo 16,2024-03-18,26904.93,273164.4
Geo 16,2024-03-25,25629.82,272731.23
Geo 17,2022-04-04,18631.19,144059.46
Geo 17,2022-04-11,16071.03,137758.09
Geo 17,2022-04-18,16240.72,159293.14
Geo 17,2022-04-25,16301.21,156120.21
Geo 17,2022-05-02,17112.61,149716.88
Geo 17,2022-05-09,17566.44,146686.22
Geo 17,2022-05-16,16997.85,145124.28
Geo 17,2022-05-23,18805.06,158178.35
Geo 17,2022-05-30,18025.67,140957.85
Geo 17,2022-06-06,17376.57,140836.92
Geo 17,2022-06-13,18223.15,145746.24
Geo 17,2022-06-20,17930.62,153871.1
Geo 17,2022-06-27,16475.54,144543.42
Geo 17,2022-07-04,16607.2,157126.99
Geo 17,2022-07-11,17752.4,142553.36
Geo 17,2022-07-18,15984.53,146030.9
Geo 17,2022-07-25,14367.79,148144.61
Geo 17,2022-08-01,15586.21,149414.36
Geo 17,2022-08-08,14532.79,134703.33
Geo 17,2022-08-15,15019.1,150606.16
Geo 17,2022-08-22,15842.73,127241.08
Geo 17,2022-08-29,15652.06,121456.21
Geo 17,2022-09-05,14553.24,128489.99
Geo 17,2022-09-12,15322.83,112513.13
Geo 17,2022-09-19,15241.9,129363.1
Geo 17,2022-09-26,15921.64,133901.57
Geo 17,2022-10-03,16133.38,130937.53
Geo 17,2022-10-10,17920.11,115411.72
Geo 17,2022-10-17,18993.31,150032.66
Geo 17,2022-10-24,16488.79,129831.18
Geo 17,2022-10-31,15451.31,131569.41
Geo 17,2022-11-07,16978.96,158824.7
Geo 17,2022-11-14,16057.91,136225.97
Geo 17,2022-11-21,15549.51,125270.43
Geo 17,2022-11-28,16381.56,122383.34
Geo 17,2022-12-05,16955.4,146110.98
Geo 17,2022-12-12,16253.14,152919.73
Geo 17,2022-12-19,16575.12,150566.66
Geo 17,2022-12-26,16659.85,112214.26
Geo 17,2023-01-02,18982.1,134061.06
Geo 17,2023-01-09,18898.82,130745.77
Geo 17,2023-01-16,16836.09,138764.14
Geo 17,2023-01-23,16905.54,141345.77
Geo 17,2023-01-30,19711.81,150121.07
Geo 17,2023-02-06,17110.74,137652.91
Geo 17,2023-02-13,16159.13,149129.77
Geo 17,2023-02-20,18402.04,136728.1
Geo 17,2023-02-27,19679.01,144494.7
Geo 17,2023-03-06,19870.48,155869.01
Geo 17,2023-03-13,22154.8,153680.26
Geo 17,2023-03-20,19307.36,131365.82
Geo 17,2023-03-27,19873.79,150546.23
Geo 17,2023-04-03,18937.14,159281.15
Geo 17,2023-04-10,19469.63,156554.84
Geo 17,2023-04-17,20277.95,173702.68
Geo 17,2023-04-24,20003.03,174519.0
Geo 17,2023-05-01,18828.94,156790.96
Geo 17,2023-05-08,17997.5,158204.87
Geo 17,2023-05-15,19336.66,145175.1
Geo 17,2023-05-22,17454.67,149582.29
Geo 17,2023-05-29,18128.29,167583.23
Geo 17,2023-06-05,19549.41,159019.82
Geo 17,2023-06-12,17915.1,170414.56
Geo 17,2023-06-19,15953.21,166910.34
Geo 17,2023-06-26,16504.35,154083.78
Geo 17,2023-07-03,17812.24,143084.82
Geo 17,2023-07-10,16753.55,160889.93
Geo 17,2023-07-17,16536.63,162044.48
Geo 17,2023-07-24,15900.38,144059.13
Geo 17,2023-07-31,15700.53,138893.5
Geo 17,2023-08-07,17362.71,123448.4
Geo 17,2023-08-14,15296.99,122291.94
Geo 17,2023-08-21,15690.2,121274.02
Geo 17,2023-08-28,14984.03,130271.03
Geo 17,2023-09-04,15486.2,123285.12
Geo 17,2023-09-11,15418.67,137359.16
Geo 17,2023-09-18,16292.3,130085.26
Geo 17,2023-09-25,15667.73,115576.9
Geo 17,2023-10-02,16782.9,115959.24
Geo 17,2023-10-09,17924.23,121660.13
Geo 17,2023-10-16,17311.82,146441.66
Geo 17,2023-10-23,17586.04,128207.03
Geo 17,2023-10-30,18832.06,134324.3
Geo 17,2023-11-06,17438.28,133263.61
Geo 17,2023-11-13,16872.3,147211.57
Geo 17,2023-11-20,18365.03,138837.79
Geo 17,2023-11-27,19418.15,132711.16
Geo 17,2023-12-04,17965.57,143385.86
Geo 17,2023-12-11,16848.19,131332.27
Geo 17,2023-12-18,19340.91,142023.19
Geo 17,2023-12-25,17348.94,135128.99
Geo 17,2024-01-01,17983.61,142945.97
Geo 17,2024-01-08,16828.28,140567.17
Geo 17,2024-01-15,18122.18,141875.3
Geo 17,2024-01-22,19443.65,137751.37
Geo 17,2024-01-29,20322.93,140487.19
Geo 17,2024-02-05,19773.44,149081.96
Geo 17,2024-02-12,20620.05,139476.11
Geo 17,2024-02-19,19396.08,133987.7
Geo 17,2024-02-26,19201.98,142460.5
Geo 17,2024-03-04,19030.06,142802.38
Geo 17,2024-03-11,18799.96,155772.18
Geo 17,2024-03-18,18972.04,133466.88
Geo 17,2024-03-25,19688.02,152807.59
Geo 18,2022-04-04,11932.9,97172.46
Geo 18,2022-04-11,10397.82,93864.71
Geo 18,2022-04-18,11232.4,84555.19
Geo 18,2022-04-25,11516.43,96667.27
Geo 18,2022-05-02,10387.54,94432.75
Geo 18,2022-05-09,11175.47,98749.32
Geo 18,2022-05-16,10361.22,102538.75
Geo 18,2022-05-23,10238.62,96372.83
Geo 18,2022-05-30,10539.69,88970.52
Geo 18,2022-06-06,11613.19,98003.95
Geo 18,2022-06-13,9646.63,98234.0
Geo 18,2022-06-20,10600.75,101653.2
Geo 18,2022-06-27,9302.59,103645.88
Geo 18,2022-07-04,9471.75,111157.62
Geo 18,2022-07-11,10085.69,104461.07
Geo 18,2022-07-18,9849.04,87273.78
Geo 18,2022-07-25,10058.04,91508.51
Geo 18,2022-08-01,10102.03,94826.43
Geo 18,2022-08-08,9241.57,94410.38
Geo 18,2022-08-15,9835.38,89696.28
Geo 18,2022-08-22,10537.45,89744.08
Geo 18,2022-08-29,8948.0,81488.5
Geo 18,2022-09-05,9906.0,82633.44
Geo 18,2022-09-12,8553.14,90499.18
Geo 18,2022-09-19,9427.66,85732.97
Geo 18,2022-09-26,9233.96,86599.89
Geo 18,2022-10-03,9221.98,81828.84
Geo 18,2022-10-10,10205.91,79800.49
Geo 18,2022-10-17,9496.72,77634.66
Geo 18,2022-10-24,9645.08,82689.69
Geo 18,2022-10-31,8861.47,88295.09
Geo 18,2022-11-07,9788.7,80680.5
Geo 18,2022-11-14,9724.61,81705.98
Geo 18,2022-11-21,10332.55,69353.81
Geo 18,2022-11-28,10584.3,76889.18
Geo 18,2022-12-05,10706.25,85603.82
Geo 18,2022-12-12,11165.37,85586.93
Geo 18,2022-12-19,11586.11,85933.37
Geo 18,2022-12-26,11232.5,95768.49
Geo 18,2023-01-02,11664.27,90071.34
Geo 18,2023-01-09,11285.89,86463.82
Geo 18,2023-01-16,12697.73,91808.32
Geo 18,2023-01-23,11438.24,93104.26
Geo 18,2023-01-30,10657.62,86982.85
Geo 18,2023-02-06,9689.6,95031.3
Geo 18,2023-02-13,10943.61,86467.03
Geo 18,2023-02-20,11399.86,92557.46
Geo 18,2023-02-27,12673.06,100558.28
Geo 18,2023-03-06,12115.79,96389.08
Geo 18,2023-03-13,12596.68,108276.21
Geo 18,2023-03-20,12154.47,107485.73
Geo 18,2023-03-27,12124.45,103766.97
Geo 18,2023-04-03,12113.15,112112.7
Geo 18,2023-04-10,12231.05,99927.26
Geo 18,2023-04-17,12730.38,117509.76
